"id","idade","faixa_idade","genero","estado","uf","regiao","faixa_salarial","cargo","nivel","forma_trabalho","aws","gcp","azure","oracle_cloud","ibm_cloud","on_premise","cloud_propria","lang_sql","lang_r","lang_python","lang_c","lang_dotnet","lang_java","lang_julia","lang_sas_stata","lang_vba","lang_scala","lang_matlab","lang_php","lang_javascript","bi_powerbi","bi_qlik","bi_tableau","bi_metabase","bi_looker","bi_google_data_studio","bi_so_excel","bi_nenhuma"
"mjer0wfi6l82gpsrthnw4mjer0wfnlvz","48","45-49","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo 100% remoto","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"1ckkkq3f6y6g035a1ckkde6zfqpwk8lk","41","40-44","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Analista de Dados/Data Analyst","Pleno","Modelo 100% remoto","1","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"28847l0t4o07pqs228tfqbujdlb3row9","26","25-29","Masculino","Ceará (CE)","CE","Nordeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"mij58g0nvv1ln3p2mij58gsyirk63m71","25","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo 100% remoto","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"jf7r784udmjay1ljbjf7r7jbp78m7i0q","29","25-29","Masculino","Mato Grosso (MT)","MT","Centro-oeste","de R$ 3.001/mês a R$ 4.000/mês","Analista de Dados/Data Analyst","Júnior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0"
"mhmu4vw0kyjdlsrwsmhmu45hoxlmo0xo","26","25-29","Masculino","Paraná (PR)","PR","Sul","de R$ 8.001/mês a R$ 12.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo 100% remoto","1","1","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"mhjy98hjfg9l27ldvmhjy98ynerdhsz5","24","22-24","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"mh9dq915jcwt50r2emh9dgnzui6cuzw2","28","25-29","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","DBA/Administrador de Banco de Dados","Sênior","Modelo híbrido com dias fixos de trabalho presencial","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"mh60i5tys4kiexghih8mh60i57ifpc9n","20","17-21","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Engenheiro de Dados/Data Engineer","Júnior","Modelo híbrido com dias fixos de trabalho presencial","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ynru3krccxrfmbf7synruknpry6h1oo5","35","35-39","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"mglyo7bzndovak4ye1qvc28imglyosq4","29","25-29","Feminino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de Negócios/Business Analyst","Sênior","Modelo 100% remoto","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"tsgc7hxlab1fjb8utltsgctu6gt9d3k2","32","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"mdolwgys693p3tk0md8alds17ft95f0k","32","30-34","Outro","Distrito Federal (DF)","DF","Centro-oeste","de R$ 4.001/mês a R$ 6.000/mês","Desenvolvedor ou Engenheiro de Software","Júnior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"mdeq88ctdx127eztcxmdeq81poeki9ek","34","30-34","Feminino","Paraíba (PB)","PB","Nordeste","de R$ 8.001/mês a R$ 12.000/mês","Engenheiro de Machine Learning/ML Engineer","Sênior","Modelo 100% remoto","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"mdeq88ctdx127eztcxmdeq81poeki9ek","34","30-34","Feminino","Paraíba (PB)","PB","Nordeste","de R$ 8.001/mês a R$ 12.000/mês","Engenheiro de Machine Learning/ML Engineer","Sênior","Modelo 100% remoto","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"1yby82eblhm0wa9mvgsju1ybydt8o3kq","42","40-44","Masculino","Ceará (CE)","CE","Nordeste","de R$ 6.001/mês a R$ 8.000/mês","Outro","Pleno","Modelo 100% presencial","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"rr35gfnnowfzslp1v6prr35gfl18bido","24","22-24","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 2.001/mês a R$ 3000/mês","DBA/Administrador de Banco de Dados","Júnior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"mcbml05amrxfy2ilkmcbmxrvs9xozkwc","32","30-34","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de Dados/Data Analyst","Sênior","Modelo 100% remoto","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"mc0o28iv5mg62twoamc0o28z8uzfq1k4","21","17-21","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Engenheiro de Dados/Data Engineer","Júnior","Modelo 100% remoto","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"mbw7zf2s3ob73aifl01limbw7zfishsu","28","25-29","Masculino","Goiás (GO)","GO","Centro-oeste","de R$ 16.001/mês a R$ 20.000/mês","Engenheiro de Machine Learning/ML Engineer","Sênior","Modelo 100% remoto","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"mblu0uv29bmlgdxndcote3du7mblu0uz","33","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de Inteligência de Mercado/Market Intelligence","Sênior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0"
"mbiclpueyspouspsmbi12u5b1ofe2wrm","30","30-34","Masculino","Fora do Brasil","Exterior","Exterior","Acima de R$ 40.001/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"rd0h47w5n5dd7k7nyfrrd0h4vagvomwn","29","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Outro","Júnior","Modelo 100% presencial","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"m9n407lzzbupof3y3zym9n40inxmy05x","20","17-21","Outro","Paraná (PR)","PR","Sul","de R$ 1.001/mês a R$ 2.000/mês","Analista de Marketing","Júnior","Modelo 100% remoto","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"qi9pfglq8wvgt3f7uniaqi9pf158cjq6","37","35-39","Masculino","Distrito Federal (DF)","DF","Centro-oeste","de R$ 8.001/mês a R$ 12.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo 100% remoto","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"m7paza9atgafhgx8ssm7pfsrrsycy8e5","26","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Cientista de Dados/Data Scientist","Sênior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","0"
"m6g1ocp4m3uq76bhfbndhm6g1ob4stdi","30","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Técnico","Júnior","Modelo 100% presencial","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"m63j89llaq9bs1705nmm63j89v7leaom","30","30-34","Masculino","Espírito Santo (ES)","ES","Sudeste","de R$ 1.001/mês a R$ 2.000/mês","Outro","Júnior","Modelo 100% presencial","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"m6200nojvv78jdiw08jm6200nk4ysq2y","32","30-34","Masculino","Goiás (GO)","GO","Centro-oeste","de R$ 6.001/mês a R$ 8.000/mês","Engenheiro de Dados/Data Engineer","Júnior","Modelo 100% remoto","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0"
"m5a7mhkwnmp8b6rm5appihvyui1kvgry","23","22-24","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% presencial","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"m4s5vo2eiix24r4m4sesfcxc391400t6","34","30-34","Feminino","Santa Catarina (SC)","SC","Sul","de R$ 4.001/mês a R$ 6.000/mês","Desenvolvedor ou Engenheiro de Software","Sênior","Modelo 100% presencial","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"m4lg1r0iadoexzkcrm4lg1bj2hyeb0zx","34","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"m4dq67ep5u4cw6qd5m4dq67197wv0x6s","28","25-29","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo 100% remoto","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"m437gnei7pqt2nrm437g49a3fyq4mpk1","28","25-29","Feminino","Minas Gerais (MG)","MG","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Analista de Negócios/Business Analyst","Júnior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0"
"m35emwx10b3arwg198m35eguxseaj0ao","29","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo 100% remoto","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"m2hy0k0x7ly8kfwdm867h6m2hy0kwu8h","39","35-39","Feminino","Paraíba (PB)","PB","Nordeste","de R$ 1.001/mês a R$ 2.000/mês","Professor","Júnior","Modelo 100% remoto","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"m1h5s365vn0gkad8t5tm1h5s3htbty3r","23","22-24","Masculino","Sergipe (SE)","SE","Nordeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de Dados/Data Analyst","Júnior","Modelo 100% remoto","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"1r4e4j6k003qk9cvzyq21r4e4j7chd5c","29","25-29","Masculino","Ceará (CE)","CE","Nordeste","de R$ 2.001/mês a R$ 3000/mês","Analista de Dados/Data Analyst","Júnior","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"qd22vg1sgdwom6laqd22vgleutgdqzro","26","25-29","Masculino","Santa Catarina (SC)","SC","Sul","de R$ 4.001/mês a R$ 6.000/mês","Engenheiro de Dados/Data Engineer","Júnior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"m0fgjpi58sovf00ka7m0fgamj0n4vxc0","24","22-24","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"q8tblde4igc8vdh6ks3pq8tbld9chts0","20","17-21","Masculino","Santa Catarina (SC)","SC","Sul","de R$ 2.001/mês a R$ 3000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo híbrido com dias fixos de trabalho presencial","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0"
"lz666v2lcjc4u71lz6l10863ufvhm51n","29","25-29","Feminino","Rio Grande do Norte (RN)","RN","Nordeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de Negócios/Business Analyst","Júnior","Modelo 100% remoto","0","1","1","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"lxorwlqh1dvuqpvrqvlxor3ogktvshj6","26","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de Dados/Data Analyst","Sênior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0"
"lx8t8ah8qhoytlx8t8ahu3kakajow5he","39","35-39","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"lwpsxa5mezlwpysmgq976xufv805qa53","25","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 1.001/mês a R$ 2.000/mês","Outras Engenharias (não inclui dev)","Júnior","Modelo 100% presencial","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"lvjia1yxqygt15fmuulvjia10hkyf2ok","24","22-24","Masculino","Distrito Federal (DF)","DF","Centro-oeste","de R$ 4.001/mês a R$ 6.000/mês","Desenvolvedor ou Engenheiro de Software","Júnior","Modelo 100% remoto","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"lvgyn8o4i0t196jqxvlvgynzu2bwipg9","25","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"on45y9nf0q8cikyoni7ya5qhcgfthe6w","27","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de Dados/Data Analyst","Júnior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"luq1tdwy4t5b5265ogluqprl06hkveen","27","25-29","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo 100% remoto","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0"
"lrarmqgfuuziwymu63xslraruf1t62xo","35","35-39","Masculino","Paraná (PR)","PR","Sul","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo 100% presencial","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0"
"lq8pp5q4vdfwdzj6l1hjlq8pp5fzrbpu","29","25-29","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% presencial","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"lq2ifxi12h416hz7aullq2if4g0wu0b5","27","25-29","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"lco8mkkbwvr9c6l8ik8lco8mkkbw0gq9","31","30-34","Masculino","Fora do Brasil","Exterior","Exterior","Acima de R$ 40.001/mês","Cientista de Dados/Data Scientist","Sênior","Modelo híbrido com dias fixos de trabalho presencial","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"lodzkcr79mbbku4l3lodziy8aycm5yng","22","22-24","Feminino","Pernambuco (PE)","PE","Nordeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"lnmh5l24yf4r7ntgelnmhna1cybfvyr3","34","30-34","Masculino","Paraíba (PB)","PB","Nordeste","de R$ 2.001/mês a R$ 3000/mês","Analista de Sistemas/Analista de TI","Júnior","Modelo 100% presencial","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"gywhxocqvl3bdbgywhhh6vhoimxe91wl","35","35-39","Masculino","Mato Grosso (MT)","MT","Centro-oeste","de R$ 16.001/mês a R$ 20.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"lm45zt5f18fmvy6zglm45zqkoijfcum9","36","35-39","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Outro","Sênior","Modelo 100% remoto","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"lluqxpl6xulb9xsindxv2izblluqxpl6","26","25-29","Masculino","Espírito Santo (ES)","ES","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Engenheiro de Dados/Data Engineer","Júnior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"llhsyirwicc1o90wllh1hns4sqstrleh","25","25-29","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de Dados/Data Analyst","Júnior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"yvof53ajclvjoq68qyvof53ld2h44n3k","32","30-34","Masculino","Bahia (BA)","BA","Nordeste","de R$ 25.001/mês a R$ 30.000/mês","Estatístico","Sênior","Modelo 100% remoto","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"lkuca8aopm29z3apovhplkuca8btx5cu","24","22-24","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Analista de Dados/Data Analyst","Júnior","Modelo 100% remoto","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
